Tweet,Sentimen
RT @LeAlterEgo: Bravo! Bravo! Memang bagus sistem pemberian vaksin ni https://t.co/WYvBXtFtY9,Positif
"@EdiMahaMG + ... yg gak ada kartu vaksin, yg gak pcr dilarang ke mall/supermarket .. 😁😁😁 (makhluk gaib pengunjungnya)",Netral
"RT @thepatriotsasia: Dulu demam campak merupakan wabak seperti mana Covid-19, tetapi perkembangan suntikan vaksin membuatkan penyakit ni ak…",Netral
@aradeaww aing abis vaksin AZ ga ada reaksi apa2 🥲,Netral
RT @LeAlterEgo: Memang sistem dekat Persada ni semua walk in dapat vaksin ke macam mana? Jawablah!!! @Khairykj @JKJAVMY @officialmosti,Positif
"RT @HeriSuwondo2: Andai harga PCR &amp; vaksin disini bisa semurah sprt di India, tentu secara teori pandemi covid 19 makin mudah dikendalikan.…",Positif
"RT @Azim_Farhan: PPV Dewan Serbaguna Taman Maluri

Sesiapa yang tinggal berhampiran Kampung Pandan, Maluri, dan kawasan sekitar boleh dapat…",Positif
"RT @Kimberley20101: Daftar Menteri Gagal Syarat Usia Vaksin: Mahfud hingga Luhut 

Para menteri yang berusia diatas 60 th tidak divaksin. T…",Negatif
"Pen nangis, efek vaksin badan jadi gaenak banget :((",Negatif
"Obral Virus , Biar Vaksin Laris Manis https://t.co/x6uoQ3n2K5",Netral
"RT @kurawa: Hebat bu Rubiyah yang awalnya dilarang vaksin oleh suaminya, lalu dia nekat vaksin 2 hari lalu, tiba2 hari ini berhasil mengaja…",Positif
"Dalam rangka Percepatan Vaksinasi, Pemerintah melalui Kepolisian Republik Indonesia mengadakan Vaksin Merdeka yang kegiatan tersebut di pantau langsung oleh Kapolsek Pasar Rebo KOMPOL M MARBUN https://t.co/QkjbcUZwjt 
Sabtu 14 Agustus 2021 https://t.co/WIzF5viZaA",Positif
"@khabm_23 Selamat pagi kak, kami informasikan untuk penerbangan ke luar Pulau Jawa &amp; Bali wajib melampirkan hasil negatif PCR Test dengan masa berlaku 2x24 jam serta menunjukan kartu vaksin minimal dosis pertama ya kak. Tks -Imam",Positif
"Menyambut Hari Kemerdekaan Republik Indonesia ke 76, Polres Probolinggo menggelar Gerai Vaksin dan Pendistribusian Bansos di Pondok Pesantren Al Habib Muhammad Shodiq Bin Husein Kecamatan Maron (Sabtu, 14 Agustus 2021)
.
#LangkahCepatPolri
#PPKMDarurat
#PolriPresisi
#JatimBangkit https://t.co/BQszDUjWEP",Positif
"RT @Hussamuddin: Musim berebut! Rakyat berebut nak cucuk vaksin, berebut nak pasang gelang pink, yang sedih terpaksa berebut katil icu kat…",Negatif
"@drpriono1 @KSPgoid Vaksin sulit didapat, pemberiannya harus berkerumun, trus segala aktivitas pake syarat udah divaksin....diskriminasi itu",Negatif
"@BuruhYogyakarta Gunane maskeran ,gunane cek suhu ,gunane vaksin kui opo ,nak wong dodol di jam i ,tempat wisata di tutup ..",Netral
Wakakakakak manusia yang gamau vaksin aneh banget jujyurrr (bukan yang karna sakit ya)😂,Negatif
"RT @InSrikandi_____: 6. 
SEKARANG VAKSIN DIPAKSAKAN UNTUK. 

Vaksin di samping bisnis, juga dipolitisasi. Dijadikan prasyarat untuk memasuk…",Negatif
"@GarengDadiRatu @Bakulgodong1 @elokHoney @Kris3dd @nuansabening28 @rklaras12 @shineybless3d @PoPoeet @CassanovaCT Gausah ditokne 
Nganggo sertifikat Vaksin , podowae",Netral
"habis vaksin moderna, kipi yg dirasa lengan tempat suntiknya itu bukan pegel lagi tapi beneran sakit. demam sih justru ngga, cm subuh td badan agak2 gak enak. skrng udah feel better. untung hari ini libur😭",Positif
@bertanyarl btw ada yg tau cara vaksin dipolres bekasi ga? makasii,Netral
@jaejaenap Emang pada vaksin apa nggaj,Netral
"Besok udah bisa diajak vaksin
 #MyTwitterAnniversary https://t.co/8zr27cf8LV",Netral
Innalillahiwainailahirajiun.. alfatihah buat maklong tom meninggal sebab covid19 even dah dapat vaksin first dose. Semoga maklong ditempatkan di kalangan orang beriman🤲🏻,Positif
"@AAfifah_Amir Sepatut kerajaan dh buat since sblm covid2 ni.. sbb ad jer mak2 x nak vaksin kan anak2 diorg ni. Tup2 kes yang dh pupus, ad balik kat malaysia.",Netral
"@convomf pasti tetep ada cmn di beberapa tmpt aja. sblmnya kmu konsul dokter pribadi kmu dulu, semisal boleh ya daftar aja. hbs itu cb daftar lwt aplikasi pedulilindungi, nnt mrk ngarahin kmu k tmpt yg msh tersedia vaksin 1 di daerahmu...",Positif
"@FKadrun yang sudah di vaksin,buat surat wasiat mumpung di kasih sehat",Positif
@airlanggafess Mungkin sblm vaksin dia udah terpapar virusnya,Netral
"@bertanyarl Emang klo astrazeneca knp???? 🤔 
Efektifitasnya malah lebih baik loh nder, dr kmrn aku banyak nemuin orang tua yg vaksin astrazeneca bahkan ada riwayat penyakit sekalipun",Positif
RT @blushpinkpeonyy: @MirzaAyman @NabilHussein Takpayah ckp psl vaksin cert la. Kbenaran rentas negeri pun pakai surat lg. Siap ada yg pals…,Netral
RT @detikHealth: Vaksin COVID-19 tidak menjadi jaminan membuat seseorang kebal infeksi. WHO mengungkap penyebab banyaknya orang yang kena C…,Netral
"@banjarbase Betakun nah,bedanya kartu vaksin lwan sertifikat vaksin apa yoo???? Bujur2 betakun",Netral
"Bhabinkamtibmas Kel. Teluk Pucung Aiptu Mugo Kurniyanto melakanakan *Giat Vaksin Merdeka* yang dilaksanakan di kantor sekertariat RW 004 Kp. Irian Kel. Teluk Pucung Kec. Bekasi Utara, dengan Kuota Vaksin ke 1 jumlah 100 orang. https://t.co/vGpIlvj9Ye",Positif
RT @byzulfadhlizin: Golongan antivaks/menolak vaksin : ada kedai dah mula tak benarkan individu tak nak vaksin untuk masuk ke kedai. Apa in…,Netral
"RT @MKNSarawak: Varian Delta adalah varian paling bahaya.Varian ini lebih mudah berjangkit. 

Dapatkan vaksin dan teruskan langkah-langkah…",Positif
"RT @achuasyarf: @hmetromy Vaksin yang dah disahkan KKM taknak percaya,
Ivermectin yang belum ada kajian klinikal untuk manusia dan kelulusa…",Positif
@Mael_aaaa @KKMPutrajaya @bharianmy Yg masuk icu berkurang bang. Dah vaksin boleh je dijangkiti. Tp utk melarat teruk sampai masuk icu tu makin berkurang.,Negatif
"RT @RFauzy5: @Melody13149 Mereka takut Krn gak bisa kemana-mana tanpa sertifikat Vaksin, semoga @aniesbaswedan mulai berfikir jernih utk me…",Negatif
"@sociotalker Kita dikasih vaksin, tp sertifikat vaksinx ditolak dimana2. Coba deh tanya yg mau kuliah ke mesir, at mau masuk ke selandia baru? Tdk usah umrah deh, itu sj dl. Pasti dsuruh putar balik it",Negatif
"RT @dapmalaysia: Ibu, ambillah vaksin untuk elak komplikasi teruk, bersama lindungi diri dan bayi dalam kandungan. 🤰🏻

Kini, hanya 40% saha…",Negatif
@FKadrun Setuju. Byk tmn2 ku abis vaksin pd sekarat ampe meninggal. Pdhl sblm y pd sehat 😢😢,Positif
"@kuzhairikriii @maripoosaaaaa @adibacteria @Eykaa_ @mijacrybaby Website studentqr tu mmg wujud. Sblm ni yg sy tahu kgunaan dia utk mmudahkan cikgu2 key in markah utk pdpr, mmasukkan data suhu harian pljr dan sbgnya. Kira mcm tabung reward mnggunakan QR code. Mmg satu company yg reliable lah. Tp xtahu pulak diorang ada print vaksin card 🤭",Netral
@BanozzT @sn6tn @HiyaHiyaHiyaCok @txtdrpemerintah Tapi masih banyak yang percaya kalo didalem vaksin ada chip nya,Positif
"RT @TeddyGusnaidi: Kemarin gue suntik vaksin astrazeneca drive thru. Ada pesan bagus dari dokternya. Kalau ada demam, nyeri atau pusing bol…",Positif
"@strivingtrader @bertanyarl Lagian AZ malah vaksin ramah lansia btw kalo diperhatiin, yg kena KIPI parah tuh yg muda2. Ortu saya dua2 nya vaksin AZ ga knp2, saya sendiri tepar 3 hari.",Positif
"Gelar Vaksin Merdeka, 360 Dosis Disiapkan Polsek Medan Helvetia Untuk Masyarakat https://t.co/WTIvus3yVe",Netral
Sudah pada vaksin kaaan. Shang-Chi rilis di Indonesia kaaaan? 🥺 https://t.co/gVbgNndsrQ,Netral
"RT @onthesbrew: Di resto, smua ngomongin vaksin.
Di warkop dkt rmh, bahas vaksin jg.
Lg jajan martabak, jg ttg vaksin.
Di rest area, smua t…",Netral
@jokowi Astagfirulloh semua yg asal cepat belum tentu terbaik pak... keputusan terbaik adalah menjadi pribadi tangguh imunitas alami tanpa vaksin pun bisa. Ahli2 herbal membekali dirinya dgn pengetahuan. Negara pun harusnya fokus edukasi rakyat.,Positif
"RT @airlanggafess: info buat temen2 -uner yg kemaren vaksin tapi datanya ada yg salah, kali aja mau diperbaiki😬 https://t.co/5FBE4t6HfR",Negatif
/wal masuk qmall harus menunjukkan sertifikat vaksin kyk di dm jua kah?,Netral
"RT @trendingtopiq: Ormas sama seleb bisa dapet vaksin gini dari mana dah?
 https://t.co/U69yXFZSHO",Netral
"RT @mawar__bodas: Hari ini vaksin,tpi ko kaya siap ga siap ya ko teg²n kaya abis ktm mantan ehh...🤭
Smlm bikin stts d WA klw besok jadwal v…",Positif
@airlanggafess Vaksin ga bikin positif btw,Positif
"RT @InSrikandi_____: 4.
Pemerintah impor vaksin Sinovac sebanyak2nya, nakes untuk penyuntikan terbatas. 

AKIBATNYA: kadaluarsa.

Negara di…",Positif
"Wah gaes....
Ternyata beneran di tracking.... ini salah satu yg suka tracking org yg sdh vaksin.... https://t.co/ENcjR8Z1DT",Positif
"@usangberdebu Istri saya ada asma udh 2x vaksin alhamdulillah gk ada keluhan, yg pnting pas d tanya jawab'y jujur aja",Positif
"Abis vaksin booster, dilanjutkan dengan period hari pertama.
Sakitnya sebadan-badan. https://t.co/TFxWLsPPPJ",Positif
"PENUGASAN DI PUSAT PEMBERIAN VAKSIN (PPV)

Tarikh : 14/08/2021
Tempat : Dewan Serbaguna LHDN Kluang &amp; Dewan Muafakat Simpang Renggam

#SetiaBerbakti 

@KDNPUTRAJAYA @dhzhamzah @wandahlan @mynadma @relamalaysia @yahyakgc @SazaliZin @RELA_Johor @Hasni_Johor @msrz81 @normanosak https://t.co/JoaTzIRWO5",Negatif
@SitiNadiahAtiq1 @zhrfzd @JKJAVMY ok saya sekarang pergi idcc untuk 9pagi 1dose vaksin sinovac terima kasih,Positif
RT @Marchfoward: UAE akan menyumbang 1 Juta Vaksin secara percuma kepada Malaysia,Positif
kalau mau vaksin harus deg deg an atau jangan?,Netral
RT @KemenkesRI: Sudah vaksinasi namun belum menerima sertifikat vaksinasi? Juga ada kesalahan data di kartu vaksin? Bagaimana cara memperba…,Netral
MAU VAKSIN KEDUA DEGDEGAN,Netral
"@FRimson @kacangklitik @media_teknik @SriRedjeki2 @na_dirs Anak2nya divaksin sma vaksin yg udah uji klinis lama,
Bukan dgn yg tiba2 ada, lalu pem juga tdk bisa jamin guna dan keselamatannya?
Klau ada org mrasa tdk nyaman krna itu anda mau apa?",Negatif
RT @Pakcik_engkau: 4 pesakit kami yang dah divaksinkan perlu bantuan pernafasan hanya 3-4 hari berbanding 2-3 minggu pesakit lain yang tak…,Negatif
@convomf gatau deh kalo vaksin satu 😢 tapi banyak kok orang yang diundur,Positif
"@starsyndrome__ @bertanyarl sama bgt kak, mamaku pdhal punya darah tinggi tp ttep vaksin astra malah ga efek apa2. sedangkan aku sehari deman malamnya udh sembuh😭 toh dikasih paracetamol jga. Menurutku percaya diri aja klo mau vaksin.",Positif
"RT @aidasyamz: @piargh Baca lah data, kenapa kes naik even dah ramai vaksin. Vaccinated masih boleh kena covid cuma kadar jangkitan rendah.…",Positif
"Parah banget om gue, nyumpahin gue kenapa2 gegara abis vaksin. Kalau ga suka sama vaksin ga usah gitu yah. Lu ngatain gue bakalan kenapa2 besok2 sama aja lu doain gue. 
Kalau ga suka vaksin DIEM. Ga usah bacot. Lu ga tau pengorbanan kita dilapangan kayak gimana. BACOT. Kzl 😭😭😭",Negatif
@CAT_meowmi Iya cimbot dari dulu juga gitu abis vaksin ngambek bentar trus ngereog 🤣,Negatif
"RT @ZackAvaricious: Anti vaksin muslim dgn kajiannya. Nak tanya, dah habis kaji tafsir Al-Quran?",Netral
"@bertanyarl Yg jelas, sebelum divaksin memang pasti diperiksa kondisi dan keadaan apa boleh vaksin atau tidak. Tul, efek astra memang lebih keras dari sinovac, cuma ada kemungkinan tanpa efek juga. Do'ain aja sehat sehat trus lah emakmu.",Positif
"RT @TofaTofa_id: Tanpa kartu vaksin saja, sepi. Apalagi pakai. Sekalian saja ada punishment bagi DKM yg tak taat aturan tersebut. Biar leng…",Netral
"@convomf belom, soalnya vaksin 1 belom merata.",Netral
"serangkaian kipi pada aku, pasca vaksin moderna",Netral
"RT @tvOneNews: - Unggah kartu vaksin, data rawan dicuri.
- Blunder BPIP: Benturkan Islam dan nasionalisme?
Saksikan Apa Kabar Indonesia Pag…",Netral
selamat pagi..siap2 mo brangkat vaksin...,Positif
@Melody13149 @FSentosa12 Kebanyakan karena motifnya bisa jadi mencari sertifikat vaksin agar mudah masuk mall dan aman di perjalanan.,Positif
"@ratna09182193 @Tralalalaaaaaaa @cakasana Betul banget, padahal saya juga sdh kena covid secara alami, tp begitu vaksin az koq ya masih parah rasanya😅. 2 hari baru enakan",Positif
Aceh minta tambahan stok vaksin COVID-19 lebihi kuota https://t.co/UBqQ5hCTkd,Netral
"Pasti akan ada perbezaan diantara mereka yang telah divaksin atau yang belum menerima vaksin.

Dengan vaksinasi seseorang mempersiapkan tubuhnya dengan antibodi bagi melawan kuman atau penyakit.

#reachout
#youarenotalone
#kitabersama https://t.co/LSFeiVknco",Netral
"RT @DrAdhamBaba: Jumlah pemberian vaksin COVID-19 pada 13 Ogos 2021 ialah 462,860 dos.

Dos 1 : 162,182
Dos 2 : 300,678

Sila daftar di MyS…",Netral
"@Mei2Namaku vaksin itu hak warga negara dan kewajiban bagi negara utk memenuhi hak warganya. kalau kita tdk mau pakai hak kita? ya ndak papa tentunya dg segala konsekuensi setelahnya.
catatan : apa mau herd imunity dilalui seperti di madura?
itu aja sih.... ✌️✌️",Positif
"Ayo vaksin Salah satu syarat untuk melaksanakan Haji dan umrah ialah vaksin covid-19

Vaksinasi Selamatkan Indonesia https://t.co/EkcEkHNvXq",Netral
"Hari ini vaksin dosis ke 2 
Wish me luck",Netral
"senajan koe pernah ngomong vaksin kui ono chip ee ngko data pribadimu kesebar, koe tetep koncoku",Positif
"Nak jugak. Asking for my family in law. Semua tak dapat tarikh vaksin lg 😭😭 area padang serai,kulim https://t.co/VxbDkIq9HT",Negatif
"@bertanyarl Malah lebih bagus ibunya masih mau vaksin, disini orangtua pada gamau vaksin karena takut... Ibunya keren",Positif
"@StopZholim @Melody13149 @TofaTofa_id Masih aja yg kamu salahin orangnya, kapan sih kamu bisa salahkan vaksinnya asal kamu tau aja ya bukan satu atw dua org yg mati hbs di vaksin,? Saya gak bisa bayangkan klu hal itu terjadi pada kamu dan anggota keluarga kamu,paham",Negatif
"RT @jogmfs: Jog tiati mba mba jog, di base ini ada aja lelaki yang suka nyari mangsa. pengalamanku di base ini, nanya seputar vaksin yang b…",Negatif
@AREAJULID PLIS GARA GARA PADA GAMAU VAKSIN SEKOLAH AKU GA BISA OFFLINE sjsjs knpa susah bet disuru vaksin,Negatif
"RT @1trenggalek: Ternyata prosesnya cepat, tahapannya mudah, enggak pakai ribet, gratis lagi. Buat Sobat Polri di seluruh Indonesia, enggak…",Positif
"Let, s vaccine TAM ayoo yg belum vaksin cepet merapat menuju Indonesia kembali sehat dan ceria!!! https://t.co/iXp4WYLipX",Positif
RT @NSTENDA: SEWA VAKSIN COVID-19 ANCOL JAKARTA UTARA https://t.co/oi8XKqU38S,Netral
"RT @InSrikandi_____: @FKadrun Emmm . . Daripada buat beli vaksin, mending dipakai untuk gratiskan air, listrik, internet warga negara indon…",Positif
"vaksin buat meminimalisir gejala kalo amit2 kena corona❎
vaksin buat syarat masuk mol✅",Netral
"RT @negativisme: Mari kita simak ceramah subuh dari Pa ustad ini, mending vaksin atau tidak ya? Cek aja dah https://t.co/IqZ0JBf08V",Netral
"@nurul6696 hemm aku kurang ngerti sih kak kalau vaksin covid, tp bbrp temen aku juga ada yg telat sih",Negatif
RT @amyzulhel: Kepada Anti-Vaksin jika anda nak sebarkan kebodohan anda jangan melibat ATM pula. Baru terlihat satu video mendakwa ATM akan…,Negatif
"RT @Lmqoo: @_AfzalKhan95 @hmd_nzr Vaksin takyah bincang, mode of delivery pon takyah bincang, contraceptive ye bincang la kot sbb biar husb…",Netral
"@bertanyarl Sebelum vaksin pasti di cek kondisi dulu kok, ibu sender udah vaksin berarti sehat sehat aja. Kalaupun ada gejala gara gara vaksin nya tinggal hubungin aja no yang ada di kartu vaksinasi itu nder.",Positif
☁️ kalau ke mall wajib nunjukin kartu vaksin kah?,Netral
"""pendaftaran vaksin jam 06.30 langsung daftar di tempat hanya membawa fc ktp""

Kenyataan di lapangan :
""Kuota vaksin sudah habis karna sudah dibagi ke desa desa di kecamatan"" ngentot.",Negatif
"Di DKI Jakarta, olahraga di luar ruangan sudah mulai diperbolehkan. Ngomong-ngomong, amankah melakukannya setelah baru saja mendapatkan vaksin COVID-19? https://t.co/cBDNximkwN",Positif
"@roses_man MUI sudah memeriksa kandungan Vaksin sebelum mengeluarkan fatwa, dijelaskan oleh Ustadz Adi Hidayat di link ini.

https://t.co/KBfBEeujTc",Netral
"RT @_abbynaim: Hi @JKJAVMY I NEED HELP!!!
Sy dah contact helpdesk, email etc tapi still tak boleh, asyik lah auto-reply so here we go.

I w…",Netral
"@bertanyarl Nder, ortumu semangag vaksin kok malah kok gt in tooo",Netral
"giladah abis vaksin AZ badan gua lgsg lemes bgt, ga lgsg si. vaksinnya siang, malemnya dah tuh berasa yaAllah, mana gua sm suami lg vaksin AZ, jd lah kita berdua lemes.",Negatif
Naik angkot aja harus nunjukin surat vaksin😮,Netral
"RT @s3creth_m4nz: Nah kan

Dasar licik

#PresidenMustiDiganti
#PresidenMustiDiganti https://t.co/AtpCfb1Ubb",Netral
"@bertanyarl Gapapa nder... Dokter juga pasti liat"" dulu. Lagipula sebelum vaksin biasanya kan ada pemeriksaan dulu. Doain aja ibunya biar sehat"" terus, sama ibunya dijaga nder. Mungkin kalau ada efek samping bisa dibantu ibunya",Positif
Nk buka sekolah? Tak payah vaksin? Risiko jangkitan rendah? Yakin? 😆 https://t.co/m1jYOWE1KT,Netral
"RT @jonguwuf: @bertanyarl Balasan chattmu udh kya gitu, ditambah captionmu ngomong ""gak ngotak"" ke ibu sendiri. Aku tau kmu kesel sma ibumu…",Positif
"Cari barengan vaksin di kecamatan.. wkwk
Yg ngantrii sudah buanyaak tapi belom di buka gerbang kecamatannya..",Netral
-ness cetak kartu vaksin sekitar unnes dimana ya? dan harganya berapa? thankyou,Netral
@HumasPoldaJatim Siap Vaksin,Positif
"GERAI VAKSIN MERDEKA CANDI POLSEK BANJARNEGARA

Dalam rangka membantu masyarakat untuk mengantisipasi penularan Covid 19, Polsek Banjarnegara berpartisipasi dalam pelaksanaan vaksinasi massal di Gerai Vaksin Merdeka Candi di Pendopo Kec. Banjarnegara guna

@polres_banjarnegara https://t.co/U0pd0gZ43z",Positif
"RT @hmd_nzr: awk yg pregnant, tp nak vaksin suruh tanya suami. tanya psl contraception, nk bincang dulu dgn suami. discuss mode of delivery…",Positif
"RT @_Banyoe: @katzen_jammer ""Orang eropa kan disiplin prokes, ga kayak orang Indonesia""

Ini pasti sales vaksin, scaremonger, fearmonger da…",Netral
@marcownay @kewt97 @samarindabase Ke dokter minta surat blm bs vaksin krn baru positif,Positif
"yg kata vaksin tu haram boleh pergi mampus, kau igt menyusahkan org tu tak haram ke? get ur facts right dumbass",Negatif
Mau vaksin kenapa jd nyari pembenaran ada yg sakit gitu di badan. Padahal mah ngantuk,Negatif
@Tataput19 @bucinsopduren @noturpluts hbs vaksin walaupun ga skit aja msh tkut apa lg agak gede lg,Positif
Jarang lah anti vaksin tak bodoh https://t.co/OfpidgLnyF,Positif
@Ras_Restu liat di ig info tegal atau di base biasanya update soal info vaksin hehe,Negatif
@humaspoldalpg Tolong tertibkan petugas antigen dibakauheni karena meresahkan calon penumpang yg sdh memiliki sertifikat vaksin masih dipaksa harus antigen...sedangkan dipelabuhan merak saja bagi pemegang sertifikat vaksin langsung bisa nyeberang knp dibakauheni beda lagi aturannya,Negatif
"RT @InSrikandi_____: 7.
Tidak ada perubahan kinerja walaupun sudah berlangsung selama tujuh bulan. 

Jika vaksin dipaksakan, akan jadi masa…",Negatif
@chyntw_ Punya bapak aku udah sampai vaksin kedua tapi sertif vaksin pertama belum masuk juga,Positif
"Habis ini tidur. Nda jadi vaksin, soalnya keknya dah ga kebagian.. heeeee https://t.co/1OPnbICEYV",Netral
Ngga mau buang buang waktu buat ngurusin orang orang yang ngga mau vaksin karna takut mati,Negatif
Harini pakai full black pegi vaksin #Lawan,Positif
manusia bodoh ckp ivermectin lebih berkesan dpd vaksin sdgkan dia xprnh consume either of those while ive been thru covid and was told to take ivermectin that actually worsened my condition. tolong jgn byk ckp kalau kau xprnh kena,Positif
"Penggunaan Suntikan Booster Vaksin Covid-19 Diizinkan oleh FDA Amerika Serikat bagi Kalangan Tertentu https://t.co/bhjcSc5RHT 

#booster #Covid_19 #COVID19 #CovidVaccine #CovidIsNotOver #pfizer #Moderna #Biontech #FDA #Trending #TrendingNow",Positif
"RT @drpriono1: Herd-immunity tidak ada, kenapa? Kita butuh efikasi vaksin yg sangat tinggi, durasi imunitas harus lama bertahan, efikasi va…",Positif
Ya masa gw gadibolehin keluar oasu dikira gw nanti ke RS buat vaksin. Pdhl iya sih aowkwk,Netral
"@nurulrahma Tepat mba, sip semangat vaksin",Positif
"@Iaohun Iyani baru vaksiinn:((, kak hirai begitu juga gak pas vaksin? btw have a great daay kaakk!!",Positif
"RT @CUMI_BAKAR2067: Vaksin aja susah.
Malah yang blm vaksin rumah di tempel.

#PresidenMustiDiganti 
#PresidenMustiDiganti https://t.co/bML…",Netral
"RT @RafiCounsel: Dah la tak nak vaksin lepas tu nak menipu dalam aplikasi MySejahtera pulak.

Antivaks macam ni level bodoh macam mana lagi…",Negatif
"Semua warga Indonesia harusnya  Bebas Vaksin dimana aja, KTP udah online beneran kan??? apalagi di Ibukota Negara ya rapopo ✌️ https://t.co/7sutFsW4Np",Positif
"Woiiiii yg duduk pada anteng aja dah nyata depan mata hbs vaksin langsung kejang"" nyawa nya itu dalam terancam, 
""Paling dalam hatinya yg hadir di situ itukan dia,bukan saya. https://t.co/1aw2yXLzyD",Positif
"Selamat pagi admin @CommuterLine. Apakah penggunaan STRP masih diwajibkan? 

Mengingat moda @PT_Transjakarta dan @mrtjakarta sudah menerapkan hanya wajib menunjukkan sertitikat vaksin tanpa harus dengan STRP lagi. 

Mohon dijawab ya Admin @CommuterLine. Terima kasih 🙏",Positif
@sijasad Kau ada ambik vaksin tak?,Positif
"Varian Lambada Lebih Menular Kebal Vaksin!
https://t.co/rR5PEULkeO",Positif
"RT @Sugit38368578: Salam maranatha &amp; salam damai sejahtera bt kita semuanya,bt umat kristen slmt beribadah on line ya,jgn ngotot hrs ke ger…",Netral
"RT @pitung_zorro: @DKIJakarta Apakah siswa/siswi tidak vaksin akan dikeluarkan dari sekolah!?
cc @Disdik_DKI 
@aniesbaswedan",Netral
"RT @aravyu: tolong ini siapa yang bikin tgl lahir di sertifikat vaksin gue salah, kerja ga becus",Negatif
"Sakit kepala abis vaksin😫
 ada yg tau obatnya ❓",Netral
"GERAI VAKSIN MERDEKA CANDI POLSEK BANJARNEGARA

Dalam rangka membantu masyarakat untuk mengantisipasi penularan Covid 19, Polsek Banjarnegara berpartisipasi dalam pelaksanaan vaksinasi massal di Gerai Vaksin Merdeka Candi di Pendopo Kec. Banjarnegara

@polres_banjarnegara https://t.co/FWkVZ1kXZd",Positif
Oiya gais btw aku udah vaksin ke 2 hwhwhwhwhwhw,Netral
"ku kira ada apaan, taunya cuman pesan buat vaksin https://t.co/y52alFitel",Negatif
"@NeoMatrix_2k @AminRahman_z @farhanzulkefly @JPenerangan Larang penggunaan JKOM utk parti politik up diri sendiri.

Fokus JKOM utk tugas hakiki shj. Lawan sentimen anti-vaksin di kalangan makcik bawang. Fokus pujuk orang tua supaya ambil vaksin.

Pujuk org Melayu keluar mengundi di pilihanraya tak kira parti (% keluar mengundi rendah).",Netral
RT @PT_Transjakarta: Sekarang naik Transjakarta wajib memiliki sertifikat vaksin Covid-19? Gimana sih maksudnya? Geser ke slide berikutnya…,Netral
@traveloka kira kira bisa menghubungi kemana ya? soalnya kartu vaksin pertamanya tertinggal di laci mobil satunya posisinya lagi di bengkel mobilnya dan hari minggu bengkelnya tutup🥺,Negatif
"@githasiwi Nah yang punya anak usia ini, yuk segera vaksin",Netral
"Padahal vaksin pertama santuy ae , ini Napa vaksin kedua gw diamuk",Positif
Aku maw vaksin,Netral
"VAkSIn..
Ekonomi butuh VAkSin.

Ke MAll hrs VAksin.",Netral
RT @XXXbyefelicia: Kenapa antivax percaya ubat cacing hanjing daripada vaksin ya? Kalau dia nak percaya perubatan alami semata mata mcm cen…,Positif
RT @bombakelantan: 8/8/2021 YS Pgrh @bombaJBPM #Kelantan @zainalmadasin bersama   YB Datuk @zuraida_my Menteri @kpkt_gov di Program Mobilis…,Netral
@sembanglahkau @AdikaDark @Leomozoo @ShudGharazali @lilacfla @Kessmaess Mengandung boleh potong que untuk vaksin. Diberi keutamaan sebab risiko dijangkiti tinggu,Netral
@stanmenfess vaksin pertama bikin lemes poool dan bikin aku berbaring di tempat tidur selama 3 hari,Positif
"tolong ini siapa yang bikin tgl lahir di sertifikat vaksin gue salah, kerja ga becus",Negatif
yaallah takut mau di vaksin tkt nangis,Negatif
"@airlanggafess Vaksin lah. Vaksin kan tugasnya ngebentuk antibodi buat mempersiapkan serangan sebenarnya but tidak menjadikan diri kebal. Mungkin temenmu itu antara sudah positif duluan tapi belum swab, atau merasa kebal dadi prokes rada longgar",Positif
"Niatnya sih bagus ya, tapi harusnya diinfokan di awal. Kasih keterangan tambahan di gambar alur pendaftarannya gimana jangan fotonya doang digedein. Tujuan gambar itu kan menyampaikan informasi, bukan jadi ajang selfie Bupati lagi vaksin pake kursi yang empuk.",Positif
"enak bngt mami aku habis vaksin libur 2 hari, lah aku langsung masuk pagi, mana semalam cuma tidur 3 jam 😌",Positif
Siapa yg cita-citanya dapet jatah vaksin di hari Minggu pagi,Netral
@bertanyarl Dihh sendernya yang gangotak 😑😑 emaklu itu heyy. Harusnya bersyukur mau disuruh vaksin..,Netral
"@stanmenfess beda. aku dpt sinovac, vaksin kedua bikin gak bisa tidur dan gak bikin badan selemes vaksin pertama.",Positif
"RT @jiemiardian: Katanya abis suntik vaksin Moderna ga boleh olahraga dulu. Tapi saya si ga setuju

Bukannya ga boleh ini sih, emang kagak…",Negatif
"Usahlah berdebat dengan anti-vak nie, habis semua hujah die citer untuk mengatakan vaksin itu tak elok, mcm budak2 la, kita cakap meh makan sayur, kalau die x nak makan x makan jugak, di asingkan daripada pinggan.",Negatif
"@pclndr Jeda vaksin 1 sma vaksin ke-2 brp lama ata? 
Abisan pda bnyk yg blng abis vaksin demam, menggigil, lah aku ga rasa kek gt, jd bngung ini vaksinnya ngefek kaga dibadan 😔",Positif
"Aku nda taulah sudah macam mana ni SOP PKPD ni. Bilang nda boleh pigi vaksin, kena suruh tangguh dulu. Tapi ramai ja dari tempat PKPD pigi vaksin. Biar betul kamu ni?",Positif
"RT @NFnurulfajrina: @ShopeeID Assalamualaikum  Maaf numpang share, mau nawarin jualanku :) Barangkali minat silahkan diorder.   Yg mau ceta…",Netral
